id	grid_id	short_name	full_name	Country	impact_P	impact_P_Bio_Health	impact_P_Life_Earth	impact_P_Math_Comp	impact_P_Phy_Eng	impact_P_Soc_Hum	P_top10	collab_P	P_int_collab	P_OA	TCS	TNCS	P_industry_collab	PA_F_MF	dimensions_wos
1126	grid.64924.3d	Jilin Univ	Jilin University	China	26515	8707	2574	2263	12675	296	2211.0	26515	5631.0	9477.0	215844.0	23886.0	934.0	26.9	88,31
1127	grid.13402.34	Zhejiang Univ	Zhejiang University	China	43033	14582	6180	5444	15385	1442	5315.0	43033	13588.0	17289.0	391833.0	49015.0	2258.0	22.6	83,111
1128	grid.59053.3a	Univ Sci & Technol China	University of Science and Technology of China	China	24378	2309	1862	3217	16503	488	3308.0	24378	7903.0	8383.0	273982.0	30036.0	891.0	15.7	86,435
1129	grid.10784.3a	Chinese Univ Hong Kong	Chinese University of Hong Kong	China	14305	6397	1072	2040	2980	1817	2307.0	14305	6648.0	6740.0	177111.0	22238.0	624.0	30.9	76,709
1130	grid.35030.35	City Univ Hong Kong	City University of Hong Kong	China	11040	979	781	3144	4780	1357	1831.0	11040	4371.0	2893.0	124922.0	15427.0	342.0	18.6	80,919
1131	grid.16890.36	Hong Kong Polytech Univ	Hong Kong Polytechnic University	China	13307	1995	1063	2913	5399	1938	2213.0	13307	4974.0	3872.0	141165.0	19830.0	387.0	24.2	79,836
1132	grid.24515.37	Hong Kong Univ Sci & Technol	Hong Kong University of Science and Technology	China	8229	797	863	1662	4408	499	1406.0	8229	3563.0	3095.0	109541.0	12156.0	342.0	17.2	80,681
1133	grid.194645.b	Univ Hong Kong	University of Hong Kong	China	16566	6969	1996	1684	3604	2314	2529.0	16566	7773.0	8079.0	184564.0	24959.0	638.0	29.9	78,204
1134	grid.27255.37	Shandong Univ	Shandong University	China	26502	10977	2375	2897	9751	503	2481.0	26502	6727.0	10801.0	210536.0	25672.0	975.0	28.2	83,6
1135	grid.32566.34	Lanzhou Univ	Lanzhou University	China	11189	2549	2423	979	5074	164	1145.0	11189	2801.0	3891.0	96926.0	11541.0	258.0	25.4	88,762
1136	grid.41156.37	Nanjing Univ	Nanjing University	China	23867	5770	4015	2172	11095	816	3027.0	23867	8022.0	9507.0	273015.0	29790.0	816.0	24.1	84,995
1137	grid.8547.e	Fudan Univ	Fudan University	China	30273	17587	1966	2054	7694	972	3482.0	30273	9261.0	15101.0	314625.0	35992.0	1338.0	26.4	82,071
1138	grid.16821.3c	Shanghai Jiao Tong Univ	Shanghai Jiao Tong University	China	45645	20570	2624	5675	15772	1004	5385.0	45645	14311.0	19712.0	414670.0	52664.0	2377.0	24.4	79,518
1139	grid.216938.7	Nankai Univ	Nankai University	China	12057	2326	1277	1458	6618	378	1676.0	12057	3224.0	3920.0	147577.0	14716.0	393.0	25.0	85,399
1140	grid.33199.31	Huazhong Univ Sci & Technol	Huazhong University of Science and Technology	China	29822	10338	1427	5026	12326	705	3878.0	29822	8391.0	11425.0	286846.0	35104.0	1428.0	24.2	82,524
1141	grid.49470.3e	Wuhan Univ	Wuhan University	China	23678	7365	3792	4263	7322	935	2861.0	23678	6515.0	9705.0	229445.0	28115.0	1029.0	24.7	83,235
1142	grid.14476.30	Lomonosov Moscow State Univ	Lomonosov Moscow State University	Russia	13465	2324	2006	614	8407	114	979.0	13465	7475.0	6169.0	95409.0	12003.0	370.0	28.3	67,644
1143	grid.15447.33	St Petersburg State Univ	Saint Petersburg State University	Russia	6818	956	1027	588	4033	214	469.0	6818	3958.0	2934.0	34883.0	5612.0	178.0	27.2	66,485
1144	grid.59025.3b	Nanyang Technol Univ	Nanyang Technological University	Singapore	20608	3171	1738	4189	9952	1558	3544.0	20608	14769.0	7052.0	308170.0	31380.0	979.0	21.0	74,273
1145	grid.4280.e	Natl Univ Singapore	National University of Singapore	Singapore	28376	11349	2811	3239	8759	2219	4810.0	28376	19575.0	12918.0	355955.0	43349.0	1459.0	24.9	77,238
1146	grid.7836.a	Univ Cape Town	University of Cape Town	South Africa	9716	4674	2030	248	1686	1079	1429.0	9716	7418.0	6436.0	102004.0	16019.0	502.0	41.1	73,808
1147	grid.11951.3d	Univ Witwatersrand	University of the Witwatersrand	South Africa	8251	3613	1531	353	1817	937	951.0	8251	5751.0	4961.0	75725.0	11485.0	419.0	41.7	73,779
1163	grid.266832.b	Univ New Mexico	University of New Mexico	United States	8112	3386	1122	471	2203	930	1179.0	8112	3523.0	5186.0	87832.0	12119.0	684.0	36.2	73,304
1164	grid.34421.30	Iowa State Univ	Iowa State University	United States	11173	1825	3140	981	4084	1143	1482.0	11173	4914.0	6992.0	91569.0	13817.0	694.0	26.8	74,315
1165	grid.266683.f	Univ Massachusetts Amherst	University of Massachusetts Amherst	United States	9106	2128	2056	617	2954	1351	1419.0	9106	4630.0	5275.0	105208.0	13632.0	482.0	34.5	78,186
1166	grid.214458.e	Univ Michigan	University of Michigan	United States	41266	22459	3327	2645	8416	4420	7398.0	41266	16779.0	28065.0	486370.0	66854.0	2954.0	36.0	75,237
1167	grid.213876.9	Univ Georgia - Athens	University of Georgia, Athens	United States	12290	3835	4621	479	1224	2133	1460.0	12290	4421.0	6631.0	88674.0	14208.0	715.0	34.7	76,127
1168	grid.189967.8	Emory Univ	Emory University	United States	20124	16039	1088	440	996	1561	3659.0	20124	7395.0	13798.0	260990.0	35305.0	1658.0	39.2	75,992
1169	grid.213917.f	Georgia Inst Technol	Georgia Institute of Technology	United States	14789	2302	1627	2979	7065	817	2482.0	14789	7556.0	7223.0	192385.0	22014.0	1323.0	20.8	71,085
1170	grid.252546.2	Auburn Univ	Auburn University	United States	5877	1315	1937	570	1246	810	666.0	5877	2239.0	2343.0	39583.0	6786.0	334.0	29.6	72,218
1172	grid.89336.37	Univ Texas - Austin	University of Texas at Austin	United States	20750	4621	3382	1909	7680	3158	3488.0	20750	9274.0	11740.0	225878.0	30883.0	1931.0	29.4	74,055
1173	grid.21107.35	Johns Hopkins Univ	Johns Hopkins University	United States	42900	31608	2275	1109	5306	2603	7939.0	42900	19835.0	30344.0	564679.0	74985.0	3554.0	39.0	78,941
1174	grid.411024.2	Univ Maryland - Baltimore	University of Maryland, Baltimore	United States	10046	8219	697	137	484	510	1530.0	10046	3800.0	6656.0	99842.0	14796.0	969.0	38.2	77,903
1175	grid.64337.35	Louisiana State Univ	Louisiana State University	United States	7767	1434	2417	585	2416	914	915.0	7767	3368.0	3686.0	70555.0	9430.0	349.0	26.8	73,625
1176	grid.47840.3f	Univ California - Berkeley	University of California, Berkeley	United States	26594	5667	4837	2320	10740	3030	5838.0	26594	14313.0	19363.0	413713.0	50640.0	1946.0	27.5	75,123
1177	grid.265892.2	Univ Alabama - Birmingham	University of Alabama, Birmingham	United States	12941	11236	443	191	460	612	2266.0	12941	4282.0	9182.0	163032.0	22907.0	1173.0	37.1	76,575
1178	grid.438526.e	Virginia Tech	Virginia Polytechnic Institute and State University	United States	12403	2460	3293	1675	3581	1394	1522.0	12403	4667.0	6457.0	103911.0	15663.0	984.0	29.5	69,159
1179	grid.411377.7	Indiana Univ - Bloomington	Indiana University, Bloomington	United States	9051	2713	1271	686	2027	2354	1338.0	9051	3993.0	5678.0	90434.0	13241.0	434.0	32.2	70,956
1180	grid.189504.1	Boston Univ	Boston University	United States	17695	10539	1275	738	2789	2355	3088.0	17695	7793.0	12621.0	209312.0	29312.0	1342.0	42.9	76,405
1182	grid.261112.7	Northeastern Univ - USA	Northeastern University, USA	United States	6931	2284	602	892	2062	1091	1086.0	6931	3452.0	4069.0	87632.0	11971.0	504.0	32.2	74,774
1183	grid.429997.8	Tufts Univ	Tufts University	United States	8918	5491	929	305	1412	782	1501.0	8918	3811.0	5822.0	109532.0	15038.0	769.0	42.5	75,454
1184	grid.266190.a	Univ Colorado - Boulder	University of Colorado, Boulder	United States	15098	2516	4569	897	5516	1601	2889.0	15098	7261.0	10096.0	190264.0	26313.0	1175.0	29.0	74,087
1185	grid.273335.3	Univ Buffalo - SUNY	University at Buffalo, The State University of New York	United States	9985	4731	768	864	2419	1203	1322.0	9985	4339.0	5564.0	95643.0	13100.0	605.0	33.3	75,731
1186	grid.59062.38	Univ Vermont	University of Vermont	United States	5032	2869	1032	164	422	547	785.0	5032	1899.0	3260.0	49544.0	7749.0	305.0	40.2	75,169
1187	grid.38142.3c	Harvard Univ	Harvard University	United States	82476	58340	5416	2132	9692	6895	18327.0	82476	44071.0	59599.0	1287620.0	159708.0	6973.0	35.8	78,515
1188	grid.116068.8	MIT	Massachusetts Institute of Technology	United States	29268	8784	2988	3499	12301	1697	7586.0	29268	17129.0	22543.0	570809.0	62838.0	3368.0	24.5	76,473
1189	grid.10698.36	Univ N Carolina - Chapel Hill	University of North Carolina, Chapel Hill	United States	25451	17498	1944	910	1965	3135	4453.0	25451	9472.0	18108.0	317834.0	41611.0	2210.0	44.4	78,379
1190	grid.259828.c	Med Univ S Carolina	Medical University of South Carolina	United States	6810	6089	169	97	71	385	1124.0	6810	2216.0	4443.0	73142.0	10526.0	614.0	39.6	78,023
1191	grid.27755.32	Univ Virginia	University of Virginia	United States	14021	7260	1002	757	3116	1887	2265.0	14021	5638.0	8517.0	160539.0	22600.0	994.0	31.2	69,882
1192	grid.16753.36	Northwestern Univ	Northwestern University	United States	25206	14555	816	1027	6060	2748	5035.0	25206	9738.0	16579.0	362620.0	46879.0	1952.0	33.5	78,279
1193	grid.170205.1	Univ Chicago	University of Chicago	United States	18159	9184	1398	937	4109	2532	3889.0	18159	7902.0	12707.0	277019.0	34162.0	1313.0	31.2	74,727
1194	grid.185648.6	Univ Illinois - Chicago	University of Illinois, Chicago	United States	13518	8115	673	923	2113	1695	1801.0	13518	5073.0	8116.0	118657.0	17385.0	728.0	38.6	74,304
1195	grid.24827.3b	Univ Cincinnati	University of Cincinnati	United States	15287	10649	1045	523	1751	1320	2433.0	15287	6235.0	9100.0	158488.0	22157.0	1220.0	39.3	74,808
1196	grid.26090.3d	Clemson Univ	Clemson University	United States	5376	915	1337	683	1747	695	575.0	5376	1958.0	2490.0	36980.0	5768.0	376.0	27.4	62,283
1197	grid.67105.35	Case West Reserve Univ	Case Western Reserve University	United States	22612	18810	741	424	1899	739	4012.0	22612	8675.0	13169.0	291643.0	39300.0	2007.0	31.0	73,802
1198	grid.164295.d	Univ Maryland - College Park	University of Maryland, College Park	United States	18625	3306	3806	1655	7151	2707	3056.0	18625	9094.0	11916.0	222456.0	28927.0	1389.0	29.7	78,395
1199	grid.264756.4	Texas A&M Univ - College Stn	Texas A&M University, College Station	United States	23072	5272	5140	2586	7876	2199	3056.0	23072	11535.0	11287.0	199650.0	28590.0	1537.0	27.3	76,086
1200	grid.134936.a	Univ Missouri - Columbia	University of Missouri, Columbia	United States	9401	3394	2104	568	1515	1821	1095.0	9401	3308.0	4873.0	70263.0	10860.0	437.0	32.1	72,143
1201	grid.254567.7	Univ S Carolina - Columbia	University of South Carolina, Columbia	United States	8416	3436	790	634	2029	1528	1072.0	8416	3491.0	4362.0	68878.0	10279.0	424.0	35.2	75,64
1202	grid.261331.4	Ohio State Univ	Ohio State University	United States	27815	13346	3739	1599	5994	3137	4361.0	27815	11509.0	16627.0	300640.0	42134.0	2032.0	35.3	75,068
1203	grid.4391.f	Oregon State Univ	Oregon State University	United States	9479	1514	4967	578	1619	801	1432.0	9479	3827.0	5215.0	84879.0	12648.0	679.0	33.1	76,398
1204	grid.267323.1	Univ Texas - Dallas	University of Texas at Dallas	United States	5452	1152	288	1113	2059	841	770.0	5452	2865.0	2889.0	53279.0	6999.0	399.0	26.3	69,249
1205	grid.27860.3b	Univ California - Davis	University of California, Davis	United States	24729	10054	7278	1229	4145	2023	3975.0	24729	11718.0	16491.0	249921.0	36525.0	1825.0	38.3	78,213
1206	grid.241116.1	Univ Colorado - Denver	University of Colorado, Denver	United States	15647	13233	658	292	487	977	2686.0	15647	5032.0	10378.0	186869.0	25818.0	1438.0	43.1	70,285
1207	grid.254444.7	Wayne State Univ	Wayne State University	United States	9000	5271	339	618	1911	862	1218.0	9000	3928.0	5586.0	89209.0	11574.0	558.0	35.6	74,988
1208	grid.26009.3d	Duke Univ	Duke University	United States	33415	22926	3091	1341	3076	2982	6229.0	33415	14806.0	23069.0	407069.0	56789.0	3368.0	37.0	77,126
1209	grid.170202.6	Univ Oregon	University of Oregon	United States	4508	1044	793	314	1163	1194	735.0	4508	2002.0	2858.0	55678.0	6831.0	142.0	32.5	76,266
1212	grid.411017.2	Univ Arkansas - Fayetteville	University of Arkansas, Fayetteville	United States	4546	846	1475	339	1133	753	482.0	4546	1812.0	2071.0	30903.0	4899.0	255.0	26.9	76,514
1213	grid.47894.36	Colorado State Univ	Colorado State University	United States	9922	2276	4525	525	1594	1002	1462.0	9922	3738.0	5625.0	88324.0	13279.0	712.0	38.5	77,163
1214	grid.15276.37	Univ Florida	University of Florida	United States	27280	11581	7725	1695	4080	2200	3736.0	27280	12315.0	15525.0	237243.0	35359.0	1831.0	32.3	73,298
1215	grid.176731.5	Univ Texas - Med Branch - Galveston	University of Texas Medical Branch at Galveston	United States	3835	3209	363	16	109	138	527.0	3835	1352.0	2746.0	38636.0	4894.0	257.0	32.5	72,079
1216	grid.254880.3	Dartmouth Coll	Dartmouth College	United States	6373	3518	889	368	785	814	1136.0	6373	2262.0	4523.0	72700.0	10484.0	454.0	38.4	78,394
1218	grid.410445.0	Univ Hawaii - Manoa	University of Hawaii, Manoa	United States	9091	2400	3148	313	2281	949	1263.0	9091	5318.0	5875.0	84225.0	12210.0	496.0	33.0	77,784
1219	grid.39382.33	Baylor Coll Med	Baylor College of Medicine	United States	12785	11497	583	91	202	413	2301.0	12785	4930.0	8833.0	171202.0	21891.0	1153.0	39.6	75,672
1220	grid.21940.3e	Rice Univ	Rice University	United States	6609	1288	857	623	3293	549	1174.0	6609	3557.0	4249.0	84487.0	9931.0	424.0	23.8	78,02
1221	grid.266436.3	Univ Houston - Houston	University of Houston	United States	7824	2301	790	890	2583	1261	933.0	7824	3711.0	3765.0	62357.0	9028.0	502.0	33.8	72,221
1222	grid.267308.8	Univ Texas - Hlth Sci Ctr - Houston	University of Texas Health Science Center at Houston	United States	21962	19992	620	391	413	546	4293.0	21962	9600.0	14894.0	343330.0	39656.0	2129.0	36.7	76,62
1223	grid.257413.6	Indiana Univ - Purdue Univ Indianapolis	Indiana University - Purdue University Indianapolis	United States	11223	8951	524	401	535	811	1672.0	11223	3965.0	8185.0	107863.0	15331.0	918.0	37.9	73,756
1224	grid.214572.7	Univ Iowa	University of Iowa	United States	14015	8218	1262	696	2282	1557	2044.0	14015	5421.0	9045.0	131986.0	19757.0	911.0	33.2	76,167
1225	grid.266093.8	Univ California - Irvine	University of California, Irvine	United States	15174	6579	1885	1106	3642	1961	2651.0	15174	7011.0	10498.0	186094.0	25665.0	1177.0	33.6	74,728
1226	grid.5386.8	Cornell Univ	Cornell University	United States	28651	14378	5755	1223	4927	2369	5588.0	28651	13214.0	18968.0	380042.0	48135.0	2325.0	33.7	76,801
1228	grid.411461.7	Univ Tennessee - Knoxville	University of Tennessee, Knoxville	United States	15890	5944	2580	1035	4993	1338	2313.0	15890	6797.0	9109.0	165880.0	22418.0	915.0	27.4	73,563
1230	grid.169077.e	Purdue Univ - W Lafayette	Purdue University, West Lafayette	United States	18724	3617	3517	2263	7221	2106	2556.0	18724	8117.0	9904.0	159398.0	23549.0	1697.0	27.9	75,03
1231	grid.17088.36	Michigan State Univ	Michigan State University	United States	17855	5092	4489	1251	3782	3241	2587.0	17855	7793.0	10216.0	159821.0	25386.0	893.0	34.7	74,054
1232	grid.266515.3	Univ Kansas	University of Kansas	United States	10417	5148	1434	495	1826	1515	1410.0	10417	4148.0	6137.0	92054.0	13929.0	716.0	35.0	72,329
1233	grid.266539.d	Univ Kentucky	University of Kentucky	United States	10968	5381	1793	611	1761	1422	1414.0	10968	3966.0	6056.0	90179.0	13829.0	637.0	34.7	72,389
1234	grid.24434.35	Univ Nebraska - Lincoln	University of Nebraska, Lincoln	United States	8626	1687	2683	622	2575	1059	1060.0	8626	4071.0	5207.0	78884.0	10010.0	471.0	27.3	75,067
1235	grid.241054.6	Univ Arkansas Med Sci - Little Rock	University of Arkansas for Medical Sciences, Little Rock	United States	3510	3038	131	34	97	210	450.0	3510	989.0	2142.0	31951.0	4481.0	241.0	38.0	71,294
1237	grid.19006.3e	Univ California - Los Angeles	University of California, Los Angeles	United States	33599	18676	3453	1748	6428	3294	6249.0	33599	15897.0	22930.0	435111.0	57569.0	2754.0	32.4	76,292
1238	grid.42505.36	Univ South California	University of Southern California	United States	19009	11130	1440	1629	2263	2548	3212.0	19009	7830.0	11725.0	213702.0	29523.0	1610.0	34.0	71,879
1239	grid.266623.5	Univ Louisville	University of Louisville	United States	6328	3809	344	293	1085	797	788.0	6328	2483.0	3477.0	71758.0	9022.0	381.0	32.3	70,371
1240	grid.264784.b	Texas Tech Univ	Texas Tech University	United States	7298	2543	1198	430	2088	1038	782.0	7298	3080.0	3463.0	68833.0	8354.0	312.0	29.3	70,921
1241	grid.14003.36	Univ Wisconsin - Madison	University of Wisconsin, Madison	United States	26773	11041	5298	1565	6046	2823	4310.0	26773	10714.0	17412.0	277507.0	39769.0	1909.0	32.9	78,045
1242	grid.36567.31	Kansas State Univ	Kansas State University	United States	6318	1283	2553	316	1521	646	728.0	6318	2755.0	3584.0	48266.0	7157.0	410.0	28.8	73,179
1243	grid.164971.c	Loyola Univ Chicago	Loyola University Chicago	United States	2990	2091	235	86	78	501	396.0	2990	795.0	1602.0	27348.0	3971.0	172.0	43.4	69,764
1245	grid.26790.3a	Univ Miami	University of Miami	United States	12221	8230	1728	390	790	1082	1808.0	12221	4841.0	7129.0	116619.0	16977.0	895.0	35.3	72,971
1246	grid.30760.32	Med Coll Wisconsin	Medical College of Wisconsin	United States	5592	5173	127	50	76	167	834.0	5592	1705.0	3594.0	51575.0	7582.0	406.0	40.2	75,982
1247	grid.17635.36	Univ Minnesota - Twin Cities	University of Minnesota, Twin Cities	United States	28799	13589	5077	1562	5271	3301	4621.0	28799	11817.0	18218.0	303217.0	42675.0	2029.0	35.5	76,028
1248	grid.268154.c	W Virginia Univ	West Virginia University	United States	6264	2478	956	500	1430	900	729.0	6264	2220.0	3408.0	65523.0	8694.0	363.0	34.0	70,759
1249	grid.152326.1	Vanderbilt Univ	Vanderbilt University	United States	19160	13488	746	775	2103	2049	3534.0	19160	6865.0	13588.0	234938.0	32077.0	1539.0	36.3	74,441
1251	grid.47100.32	Yale Univ	Yale University	United States	28569	17940	2570	812	3996	3252	5724.0	28569	13051.0	19760.0	385600.0	51300.0	1949.0	35.5	77,68
1253	grid.265219.b	Tulane Univ	Tulane University	United States	5449	3414	603	199	599	635	743.0	5449	2282.0	3474.0	55972.0	8307.0	378.0	37.4	71,782
1255	grid.21729.3f	Columbia Univ	Columbia University	United States	33011	18984	3622	1622	4730	4054	6757.0	33011	16094.0	22631.0	451104.0	60975.0	2609.0	37.3	75,054
1258	grid.59734.3c	Icahn Sch Med - Mt Sinai	Icahn School of Medicine, Mount Sinai	United States	15401	14118	520	132	127	505	3173.0	15401	7121.0	10189.0	226900.0	28690.0	1831.0	37.2	76,48
1260	grid.137628.9	NYU	New York University	United States	23221	13521	1159	1740	2867	3934	4297.0	23221	10635.0	14490.0	280733.0	40003.0	1616.0	35.3	71,147
1261	grid.134907.8	Rockefeller Univ	Rockefeller University	United States	2754	2126	264	16	308	42	826.0	2754	1631.0	2423.0	56285.0	6181.0	273.0	34.3	82,086
1262	grid.268433.8	Yeshiva Univ	Yeshiva University	United States	7947	7021	254	93	196	384	1407.0	7947	3114.0	5359.0	109583.0	14652.0	703.0	38.4	73,342
1263	grid.33489.35	Univ Delaware	University of Delaware	United States	7125	1727	1436	549	2442	972	973.0	7125	2889.0	3920.0	72565.0	9675.0	463.0	33.9	75,76
1265	grid.266900.b	Univ Oklahoma	University of Oklahoma	United States	9283	3737	2169	473	1912	992	1329.0	9283	3946.0	5316.0	96600.0	13593.0	682.0	31.6	71,493
1266	grid.131063.6	Univ Notre Dame	University of Notre Dame	United States	6673	1095	761	837	2915	1066	941.0	6673	3193.0	4001.0	59827.0	8798.0	355.0	26.5	74,557
1269	grid.20861.3d	Caltech	California Institute of Technology	United States	14557	1184	3346	906	8901	220	3136.0	14557	9093.0	11957.0	238363.0	27724.0	1165.0	19.7	80,116
1270	grid.264727.2	Temple Univ	Temple University	United States	8101	4322	446	705	1089	1540	1194.0	8101	3278.0	4746.0	99545.0	12142.0	457.0	37.1	72,175
1271	grid.265008.9	Thomas Jefferson Univ	Thomas Jefferson University	United States	5260	4927	82	31	68	152	840.0	5260	1936.0	3007.0	57211.0	7770.0	527.0	30.5	72,882
1272	grid.25879.31	Univ Penn	University of Pennsylvania	United States	32731	22876	1458	1279	3479	3641	6592.0	32731	12403.0	22401.0	438773.0	58547.0	2636.0	36.0	75,599
1274	grid.147455.6	Carnegie Mellon Univ	Carnegie Mellon University	United States	7850	1289	470	1933	3234	924	1279.0	7850	3900.0	4850.0	91369.0	11819.0	640.0	21.5	71,259
1275	grid.21925.3d	Univ Pittsburgh	University of Pittsburgh	United States	26904	19535	987	1003	3115	2264	4656.0	26904	10667.0	18280.0	331619.0	43879.0	1803.0	36.5	76,917
1276	grid.5288.7	Oregon Hlth & Sci Univ	Oregon Health & Science University	United States	9655	8586	321	108	196	444	1934.0	9655	3266.0	6812.0	134152.0	18370.0	1041.0	42.6	73,716
1277	grid.16750.35	Princeton Univ	Princeton University	United States	13702	1772	2086	1551	6990	1303	3090.0	13702	7797.0	10360.0	196263.0	26511.0	1399.0	23.7	78,24
1278	grid.40263.33	Brown Univ	Brown University	United States	13142	7629	1092	682	2183	1556	2124.0	13142	5132.0	9114.0	160233.0	22161.0	715.0	38.1	76,284
1279	grid.253294.b	Brigham Young Univ	Brigham Young University	United States	3946	1002	735	363	819	1028	471.0	3946	1145.0	1900.0	28624.0	4859.0	236.0	20.9	64,905
1280	grid.30064.31	Washington State Univ	Washington State University	United States	9219	2418	3043	548	2163	1047	1164.0	9219	3843.0	4639.0	96138.0	12075.0	456.0	33.9	77,089
1281	grid.40803.3f	N Carolina State Univ	North Carolina State University	United States	15268	4093	4164	1334	4223	1454	2020.0	15268	5767.0	8325.0	137044.0	19651.0	1350.0	33.6	71,647
1282	grid.266818.3	Univ Nevada - Reno	University of Nevada, Reno	United States	3819	1021	1147	293	864	495	452.0	3819	1485.0	2032.0	28143.0	4676.0	226.0	31.0	69,755
1283	grid.224260.0	Virginia Commonwealth Univ	Virginia Commonwealth University	United States	8567	5832	424	325	845	1141	1257.0	8567	2941.0	4929.0	87277.0	12947.0	497.0	36.0	73,19
